edad,salario_anterior,dependientes,estatura,primer_salario,siguiente_salario
43.0,38684.0,1.0,1.495529994933766,8674.0,45305.0
39.0,24759.0,2.0,1.555735313299424,6296.0,39397.0
33.0,32377.0,4.0,1.6287390980996912,4075.0,50505.0
38.0,35675.0,3.0,1.6128404000591252,6364.0,50884.0
47.0,39120.0,3.0,1.6848284358893164,5783.0,57014.0
41.0,23876.0,3.0,1.5259214420388112,4803.0,39015.0
46.0,14355.0,4.0,1.5020138606703572,4209.0,35324.0
50.0,31388.0,3.0,1.678294580003463,5720.0,50297.0
27.0,29659.0,1.0,1.59822244304597,5317.0,29054.0
41.0,28061.0,2.0,1.5229446806653084,6079.0,42042.0
37.0,27153.0,3.0,1.473707703574746,3758.0,34959.0
46.0,27414.0,2.0,1.6020693083482411,8062.0,45785.0
47.0,40071.0,2.0,1.4587492710533592,6325.0,48762.0
33.0,38851.0,3.0,1.5649334188141197,3586.0,46884.0
52.0,20065.0,3.0,1.6097165650118626,6098.0,39806.0
47.0,22236.0,3.0,1.529551286327488,3479.0,37292.0
46.0,21138.0,2.0,1.5740076696882959,6314.0,37981.0
47.0,28855.0,2.0,1.628876039039712,5939.0,42607.0
38.0,27619.0,4.0,1.4130023310922448,6564.0,55855.0
53.0,25899.0,2.0,1.5063961549264824,6929.0,38271.0
45.0,39583.0,1.0,1.5493392912364932,6614.0,40267.0
33.0,24880.0,3.0,1.5312421547144026,3322.0,31274.0
44.0,24647.0,2.0,1.499559492889889,4496.0,33235.0
38.0,23139.0,1.0,1.667551270881066,5473.0,24397.0
38.0,20880.0,4.0,1.6198775239149217,3098.0,36379.0
57.0,25652.0,3.0,1.7908271881405415,3564.0,38468.0
47.0,37718.0,2.0,1.6203318567015068,3179.0,40108.0
46.0,32463.0,1.0,1.4610819681251055,5811.0,36334.0
47.0,36039.0,2.0,1.6180759741956154,4263.0,39638.0
45.0,28747.0,1.0,1.5186772241284527,5427.0,29618.0
41.0,24442.0,3.0,1.6484417768102393,3872.0,36376.0
60.0,30657.0,2.0,1.5278065336938664,5547.0,45457.0
52.0,29715.0,3.0,1.4273245647610662,4283.0,43125.0
26.0,35996.0,4.0,1.406199819478243,4685.0,50936.0
45.0,32598.0,4.0,1.630618380878378,4090.0,50028.0
54.0,43054.0,2.0,1.4856082445192351,6242.0,52453.0
49.0,29282.0,2.0,1.5947792901790365,6366.0,43964.0
48.0,29236.0,3.0,1.582969386051455,2992.0,35704.0
29.0,31814.0,2.0,1.6509532798240072,4285.0,36875.0
36.0,42667.0,3.0,1.4575145286236433,4006.0,48121.0
45.0,24914.0,2.0,1.4815362878356966,4430.0,30885.0
43.0,29822.0,2.0,1.6644199134123143,5014.0,37960.0
42.0,22851.0,3.0,1.5307145679229721,1124.0,25376.0
50.0,28181.0,2.0,1.4178549156760512,4190.0,37796.0
37.0,34017.0,3.0,1.647495678112491,5072.0,50576.0
42.0,36654.0,2.0,1.5988128234217036,6366.0,48799.0
36.0,29607.0,2.0,1.5496183845334641,7104.0,42903.0
36.0,39489.0,4.0,1.5509300129217152,3482.0,50059.0
47.0,30615.0,2.0,1.7117099025143367,5762.0,40051.0
51.0,35998.0,3.0,1.525713260804038,5049.0,53460.0
45.0,32948.0,4.0,1.4710280657157038,7091.0,60024.0
47.0,41764.0,3.0,1.5351431213591784,4036.0,52275.0
40.0,25663.0,2.0,1.518999215171655,4772.0,30562.0
38.0,33617.0,3.0,1.3819065477144254,7340.0,51432.0
37.0,30903.0,2.0,1.612881264964264,5174.0,36594.0
37.0,33456.0,2.0,1.5594980215471002,7132.0,44693.0
42.0,31120.0,1.0,1.6438155023179426,4480.0,25318.0
35.0,26207.0,2.0,1.516352085074499,5368.0,31985.0
48.0,31593.0,3.0,1.639822337965234,7400.0,50613.0
47.0,27285.0,2.0,1.4792156005729673,4290.0,36234.0
34.0,24193.0,4.0,1.5000894182722644,6328.0,48972.0
48.0,32856.0,2.0,1.598083034905647,5833.0,46065.0
43.0,24934.0,2.0,1.5028638009683835,5063.0,30184.0
41.0,18856.0,3.0,1.5929838070988913,8258.0,48976.0
48.0,28973.0,2.0,1.5911909761316219,4346.0,37968.0
44.0,20239.0,3.0,1.685546667447779,4284.0,34044.0
35.0,31357.0,2.0,1.5022069035683645,5227.0,39228.0
48.0,34257.0,3.0,1.414173755558998,5174.0,45805.0
49.0,30092.0,2.0,1.5860940885801436,3657.0,35573.0
45.0,34453.0,3.0,1.5268072624656086,6539.0,54290.0
37.0,26566.0,3.0,1.467106644744315,4463.0,37572.0
42.0,23469.0,4.0,1.550015900484591,3044.0,40861.0
39.0,30009.0,3.0,1.6172286330179142,4046.0,41273.0
35.0,34548.0,2.0,1.721303650280327,4536.0,40676.0
39.0,31810.0,3.0,1.5199849360952893,5025.0,45896.0
42.0,32182.0,3.0,1.5813333177220854,6804.0,49664.0
46.0,20918.0,2.0,1.575515744004755,3543.0,25227.0
40.0,32708.0,3.0,1.4732977872263069,4920.0,43708.0
48.0,26757.0,2.0,1.649567891399049,3813.0,30476.0
55.0,25782.0,4.0,1.6420607710055775,6379.0,52865.0
49.0,30475.0,2.0,1.505685091297379,3739.0,32868.0
38.0,33722.0,4.0,1.4953316126333622,4903.0,55744.0
47.0,22160.0,4.0,1.5700711985024414,4405.0,43156.0
39.0,37902.0,3.0,1.6484433275249053,6164.0,52495.0
45.0,33516.0,2.0,1.6105781688205356,2603.0,34488.0
41.0,43012.0,2.0,1.5293070629525496,4545.0,44588.0
44.0,26908.0,4.0,1.5870825438592475,4608.0,47854.0
45.0,25105.0,1.0,1.538705554847408,6167.0,30666.0
40.0,22979.0,4.0,1.6372649899748324,4651.0,44010.0
48.0,33158.0,1.0,1.4275382798127687,5137.0,34385.0
47.0,28294.0,3.0,1.5360986729499073,5687.0,48884.0
44.0,26013.0,3.0,1.6255771882504875,4391.0,41121.0
40.0,37255.0,3.0,1.4890945554635162,6562.0,54307.0
43.0,34514.0,1.0,1.5462870248422287,4822.0,31211.0
42.0,33068.0,2.0,1.5599464405409862,4420.0,39618.0
31.0,21887.0,3.0,1.5844729512097488,6620.0,39421.0
39.0,32319.0,2.0,1.5364275769836926,4668.0,34143.0
36.0,27382.0,4.0,1.512976335116034,5879.0,52761.0
47.0,34687.0,3.0,1.5751890486033358,4352.0,48242.0
41.0,39283.0,2.0,1.4074318531095111,5156.0,42261.0
42.0,28618.0,3.0,1.512412873901949,6628.0,48384.0
40.0,39075.0,4.0,1.566490454638061,4698.0,55960.0
33.0,25615.0,2.0,1.4824602090781647,5237.0,33797.0
48.0,29678.0,3.0,1.565718472661529,3238.0,36123.0
41.0,34576.0,3.0,1.5986839181082473,6080.0,48931.0
38.0,22487.0,2.0,1.628649497276937,5475.0,29980.0
36.0,38727.0,2.0,1.609368067871512,5148.0,40797.0
38.0,27985.0,2.0,1.482133591049875,4481.0,34100.0
37.0,23024.0,3.0,1.5317204725837885,5900.0,44689.0
24.0,28566.0,3.0,1.6729937365770902,4189.0,40091.0
53.0,28797.0,2.0,1.5982759568236495,6069.0,36948.0
40.0,33394.0,3.0,1.6751956973038173,5221.0,50295.0
45.0,30857.0,2.0,1.617862879903585,2361.0,32916.0
33.0,42759.0,2.0,1.4932934032904646,5124.0,46768.0
39.0,31970.0,3.0,1.479448858853781,4159.0,38823.0
39.0,20222.0,3.0,1.4677968060239486,4705.0,36093.0
38.0,35113.0,3.0,1.5101306603619777,6076.0,51901.0
40.0,11032.0,3.0,1.497787308453703,3206.0,25823.0
24.0,29630.0,2.0,1.7372572806739528,4920.0,33627.0
32.0,29721.0,4.0,1.61681409039888,5762.0,50449.0
49.0,26013.0,3.0,1.5458686491320957,6551.0,50550.0
44.0,35480.0,2.0,1.6061170116741643,7027.0,44296.0
46.0,35726.0,3.0,1.565557110652573,5643.0,52664.0
38.0,29579.0,3.0,1.6371951879862174,4598.0,43510.0
38.0,22936.0,2.0,1.5577976590959492,3270.0,28469.0
34.0,33390.0,3.0,1.631406033759701,5840.0,45901.0
42.0,31824.0,2.0,1.5545069931494992,3690.0,36964.0
44.0,31550.0,2.0,1.5071234224421297,5184.0,42029.0
35.0,28112.0,4.0,1.593665954350889,3811.0,43298.0
48.0,40381.0,2.0,1.5442091015324149,4159.0,41018.0
41.0,31277.0,3.0,1.48728687518485,4421.0,43746.0
40.0,23242.0,3.0,1.5410283303800458,5209.0,41269.0
42.0,25436.0,1.0,1.4630949301793335,2124.0,15150.0
41.0,31970.0,1.0,1.5220664033652542,6989.0,39575.0
39.0,32623.0,2.0,1.6000720989276314,7130.0,44298.0
48.0,26947.0,1.0,1.64553893950844,7491.0,35403.0
42.0,32587.0,3.0,1.552485863453367,5313.0,47879.0
35.0,23889.0,3.0,1.6647766008278768,5768.0,36888.0
49.0,35926.0,1.0,1.584606559941578,6853.0,41590.0
45.0,27347.0,2.0,1.560525421550474,6721.0,42938.0
36.0,27846.0,3.0,1.5939175730458541,5622.0,43122.0
33.0,29410.0,4.0,1.6609190941450254,5308.0,50844.0
40.0,27244.0,2.0,1.4970957424381701,5482.0,38131.0
29.0,39699.0,3.0,1.5806733942505613,6716.0,51021.0
48.0,27309.0,3.0,1.4881827325528572,7015.0,48725.0
48.0,23531.0,4.0,1.535998043560632,6243.0,49492.0
51.0,37094.0,3.0,1.5770600999626678,6922.0,60498.0
36.0,26940.0,3.0,1.6415973532647754,3209.0,35005.0
45.0,28844.0,3.0,1.375943324679836,3817.0,42172.0
43.0,41492.0,2.0,1.5486153860789829,7493.0,56116.0
36.0,31262.0,3.0,1.589890141679868,5309.0,43587.0
46.0,22949.0,3.0,1.5363033433906848,3683.0,36465.0
42.0,27561.0,2.0,1.5949104979541344,4791.0,36082.0
39.0,27191.0,2.0,1.6961494190374238,7335.0,43432.0
48.0,24093.0,4.0,1.6519426277913596,5523.0,48403.0
40.0,27783.0,3.0,1.5668182521026188,6626.0,46852.0
39.0,34970.0,2.0,1.5226406330320243,6581.0,42383.0
51.0,24004.0,4.0,1.63178047504375,4222.0,43488.0
37.0,25812.0,3.0,1.583491030983199,3746.0,39942.0
41.0,25724.0,2.0,1.5357213779780938,5604.0,38151.0
47.0,33766.0,3.0,1.5678869053335465,4543.0,43608.0
54.0,28337.0,3.0,1.5989809290510855,4185.0,46037.0
45.0,24788.0,1.0,1.5886286749041494,5429.0,26407.0
42.0,35767.0,3.0,1.6036547235559635,7379.0,58987.0
51.0,20905.0,2.0,1.5419627280507915,6630.0,36298.0
38.0,31024.0,3.0,1.5873715529067636,5390.0,43983.0
43.0,29746.0,2.0,1.5704084820349435,4691.0,39034.0
41.0,27870.0,4.0,1.6028915295451858,5277.0,49884.0
49.0,30265.0,2.0,1.6230144631546377,5231.0,41587.0
32.0,29208.0,3.0,1.6443924771667904,4918.0,42152.0
42.0,34534.0,3.0,1.6353214296158376,8058.0,56387.0
41.0,27927.0,2.0,1.5275663247928108,5189.0,37056.0
42.0,42767.0,2.0,1.6063797319420796,6414.0,54030.0
45.0,31327.0,2.0,1.4759706624283961,4531.0,39046.0
36.0,28151.0,2.0,1.4793156284978304,5393.0,33022.0
49.0,32537.0,1.0,1.5813781870906833,5248.0,33549.0
43.0,36838.0,2.0,1.5981413506659188,7073.0,47393.0
45.0,34106.0,2.0,1.5037273119346917,4583.0,42792.0
42.0,29002.0,3.0,1.5959129926496014,5180.0,43150.0
36.0,24951.0,3.0,1.4647441800944663,6375.0,41446.0
40.0,25289.0,3.0,1.538198336793233,6266.0,48023.0
36.0,41786.0,4.0,1.6143238647991116,5853.0,59757.0
36.0,25132.0,3.0,1.540150846853655,7552.0,47906.0
49.0,35878.0,3.0,1.421486525475096,6174.0,50881.0
49.0,42757.0,2.0,1.6163168536431574,6086.0,54292.0
56.0,28791.0,2.0,1.7378430945106658,8202.0,50356.0
44.0,29514.0,3.0,1.5903782915248248,4388.0,44547.0
40.0,31576.0,2.0,1.4791321918762512,4028.0,35324.0
41.0,26604.0,2.0,1.4875198136233518,8057.0,45787.0
34.0,33596.0,2.0,1.6484743206590238,5228.0,39551.0
32.0,35567.0,2.0,1.6797095137586615,4272.0,35695.0
38.0,22666.0,3.0,1.6049473233977012,6388.0,38659.0
45.0,33988.0,3.0,1.58461040192424,5049.0,49355.0
53.0,20814.0,3.0,1.6712879664765519,5628.0,38234.0
49.0,34178.0,2.0,1.4970950232060731,5293.0,44807.0
37.0,33751.0,4.0,1.619144603402416,5691.0,54926.0
47.0,38179.0,3.0,1.718436221810279,5911.0,52783.0
43.0,23051.0,2.0,1.422919701242022,5856.0,35135.0
31.0,31581.0,1.0,1.505331557836546,6288.0,35265.0
45.0,37500.0,2.0,1.485736638187442,5140.0,42019.0
40.0,34236.0,3.0,1.5128510739205743,6173.0,51001.0
41.0,27920.0,2.0,1.6098854724259493,4956.0,36438.0
46.0,36436.0,4.0,1.5886960548614888,7566.0,63733.0
38.0,33957.0,2.0,1.5698992994739451,5237.0,41477.0
50.0,24473.0,3.0,1.4896833704616346,7383.0,46562.0
53.0,30615.0,3.0,1.532410087244159,5407.0,45787.0
53.0,36026.0,3.0,1.4294312369433961,6608.0,52506.0
47.0,37798.0,2.0,1.652269393799443,6945.0,52018.0
30.0,30127.0,2.0,1.5752111998339058,4024.0,32315.0
38.0,27886.0,3.0,1.5640615620751714,4479.0,36797.0
38.0,14025.0,0.0,1.5335719324738886,5820.0,12852.0
31.0,27019.0,2.0,1.5508518274115426,5253.0,29646.0
40.0,29399.0,3.0,1.507262951440801,3944.0,37036.0
36.0,27304.0,3.0,1.7253089504943502,5400.0,44109.0
48.0,31007.0,1.0,1.5262769679155253,5764.0,34154.0
40.0,37801.0,4.0,1.6144995210186122,5872.0,60659.0
48.0,20708.0,2.0,1.4055029774576622,5378.0,35585.0
29.0,31332.0,3.0,1.6806191478503274,6144.0,49342.0
47.0,33271.0,2.0,1.5476729801767357,5842.0,43793.0
53.0,25245.0,4.0,1.5971028328138837,5489.0,53402.0
47.0,23808.0,2.0,1.5681006815054952,5856.0,32157.0
42.0,32240.0,4.0,1.6928923584172,5520.0,54594.0
33.0,28205.0,5.0,1.5429127560223261,5298.0,54688.0
41.0,24090.0,3.0,1.67835895520922,4610.0,35666.0
46.0,28005.0,1.0,1.5684194279763606,4209.0,25394.0
43.0,27299.0,3.0,1.5726822441697432,7875.0,53535.0
42.0,38077.0,3.0,1.6174689329348062,5422.0,50275.0
34.0,26382.0,3.0,1.4023381155320473,2875.0,34218.0
50.0,28241.0,3.0,1.493967773080823,3930.0,43282.0
33.0,33696.0,3.0,1.5352334132455334,2819.0,41561.0
45.0,39982.0,4.0,1.53862569039062,4008.0,56894.0
44.0,26384.0,1.0,1.6462413480666604,4830.0,27504.0
40.0,38603.0,4.0,1.6038946914199217,4548.0,54588.0
43.0,30845.0,2.0,1.6345164530056495,3805.0,33623.0
53.0,26888.0,1.0,1.596943378710299,5943.0,30160.0
36.0,27267.0,2.0,1.4803343495566164,4573.0,29584.0
39.0,32709.0,3.0,1.6200614954586559,6478.0,47672.0
29.0,23581.0,3.0,1.7111131610040828,9312.0,49679.0
34.0,41011.0,2.0,1.5023325622337373,5713.0,47575.0
39.0,30969.0,2.0,1.4687594674077538,4514.0,37134.0
40.0,40635.0,3.0,1.4857298411582152,5402.0,52608.0
49.0,18434.0,2.0,1.546739963938064,6060.0,33299.0
43.0,34318.0,3.0,1.5037917759210242,7643.0,52380.0
49.0,31223.0,2.0,1.5624389357382522,3851.0,37916.0
33.0,32645.0,2.0,1.4916533601545938,5423.0,37800.0
42.0,31100.0,2.0,1.4704052343113725,5136.0,40184.0
49.0,36813.0,2.0,1.5792979508426703,4686.0,40101.0
39.0,34822.0,3.0,1.4336688099495385,4884.0,44689.0
29.0,29460.0,4.0,1.605908296614222,7142.0,54354.0
39.0,31869.0,3.0,1.6654746252359527,5146.0,44701.0
47.0,16560.0,3.0,1.5738272655727257,4305.0,30106.0
40.0,33803.0,3.0,1.4633364795396167,4629.0,42328.0
33.0,27903.0,3.0,1.5914529583653534,6942.0,49745.0
40.0,36540.0,3.0,1.5523321118448985,5096.0,47306.0
42.0,29467.0,2.0,1.6765627887069396,4564.0,32393.0
50.0,31663.0,3.0,1.5786481384261988,6783.0,52492.0
49.0,27235.0,3.0,1.5332832861698775,5597.0,43898.0
39.0,29743.0,3.0,1.4763756947943465,3322.0,39666.0
48.0,40459.0,3.0,1.6305276551334866,4223.0,50567.0
33.0,26435.0,3.0,1.6284770466732361,5976.0,44884.0
49.0,23897.0,3.0,1.5883099212181362,5608.0,45033.0
48.0,25136.0,1.0,1.3619586926641603,4172.0,24122.0
33.0,24654.0,2.0,1.5308533034708995,5707.0,33585.0
44.0,28736.0,2.0,1.432159297618892,7813.0,44664.0
32.0,25551.0,2.0,1.597911525675002,4239.0,29029.0
55.0,25551.0,2.0,1.5675015431799713,6074.0,37046.0
39.0,29646.0,2.0,1.6007200820722496,6607.0,39636.0
45.0,31374.0,2.0,1.4279480376179263,5716.0,41452.0
34.0,36640.0,3.0,1.4635817377885567,5972.0,53987.0
44.0,33357.0,3.0,1.5404169287839073,6077.0,47994.0
46.0,38496.0,3.0,1.5734876032327607,4580.0,47373.0
47.0,28895.0,3.0,1.6160213022662568,5447.0,46836.0
45.0,28993.0,2.0,1.6635026631833576,5578.0,40867.0
51.0,27640.0,3.0,1.5746014544544564,3675.0,41112.0
39.0,34381.0,3.0,1.4085887242055473,5569.0,45209.0
39.0,30382.0,2.0,1.5695312966915096,4955.0,36742.0
50.0,29982.0,3.0,1.6178679342614042,8316.0,57368.0
34.0,32017.0,3.0,1.4439288996737716,3185.0,36733.0
46.0,26941.0,2.0,1.485432030572882,2736.0,31527.0
44.0,27368.0,3.0,1.5939227196014212,2391.0,32661.0
45.0,43040.0,3.0,1.5063259798868947,4274.0,52057.0
34.0,32644.0,2.0,1.6236586080152673,4446.0,38446.0
35.0,26565.0,3.0,1.4625720030876086,7599.0,51815.0
42.0,33130.0,2.0,1.5211240199648712,4983.0,37590.0
30.0,30793.0,2.0,1.5473124280196437,5790.0,37966.0
46.0,37751.0,3.0,1.675197924787391,6193.0,55858.0
41.0,16634.0,3.0,1.441065113455235,5662.0,35749.0
41.0,31216.0,3.0,1.5816224966078432,3244.0,38646.0
36.0,32363.0,2.0,1.6438262932683694,4696.0,37495.0
31.0,40026.0,1.0,1.4977433905116049,4139.0,35079.0
43.0,28854.0,3.0,1.54415582054312,5626.0,44072.0
39.0,23822.0,3.0,1.6865104716551453,5579.0,40746.0
52.0,29265.0,4.0,1.5094726416754292,7116.0,59918.0
31.0,24693.0,3.0,1.3766134415413123,5676.0,43328.0
33.0,33156.0,3.0,1.500907915531033,3180.0,39125.0
33.0,29932.0,4.0,1.4344227658894664,5527.0,50871.0
43.0,43746.0,2.0,1.518817514735259,3936.0,46153.0
43.0,28174.0,3.0,1.4477576029639019,5120.0,46799.0
39.0,24643.0,3.0,1.4717976855564847,8001.0,52146.0
33.0,26520.0,2.0,1.4650920618937915,3572.0,29852.0
41.0,38813.0,4.0,1.6097508709877801,4174.0,53988.0
42.0,39110.0,4.0,1.5392627643073156,6059.0,61994.0
40.0,31622.0,1.0,1.627764749619266,6683.0,37087.0
48.0,28209.0,2.0,1.5207036509710048,5454.0,36860.0
43.0,33104.0,2.0,1.4514995766595455,4604.0,37859.0
44.0,28397.0,4.0,1.5252122220317699,7177.0,58787.0
47.0,25040.0,2.0,1.4885021260526317,4515.0,33430.0
42.0,26271.0,2.0,1.5612234189516394,6420.0,40054.0
44.0,29775.0,2.0,1.6245121794166415,3828.0,36457.0
41.0,31889.0,2.0,1.4401972709440456,6029.0,44321.0
46.0,20403.0,2.0,1.5622953085293854,8721.0,43420.0
33.0,37352.0,3.0,1.5657895608410644,5979.0,50629.0
41.0,27843.0,3.0,1.5261051054246582,6359.0,45895.0
28.0,20380.0,3.0,1.534105307335617,3883.0,30230.0
38.0,24662.0,3.0,1.606549817643007,5576.0,38376.0
37.0,21117.0,2.0,1.5515348616009643,4735.0,28275.0
47.0,27005.0,3.0,1.5942662186764376,3809.0,38607.0
48.0,23965.0,4.0,1.5432196651037544,9036.0,63559.0
45.0,32847.0,2.0,1.6091532221119804,3953.0,34530.0
42.0,25353.0,4.0,1.6024879846935556,5244.0,47809.0
41.0,22517.0,3.0,1.65715748589583,6413.0,41270.0
45.0,41066.0,3.0,1.57047130972296,4654.0,52406.0
53.0,26563.0,1.0,1.4787194043666592,4375.0,28965.0
38.0,30526.0,3.0,1.5583873038937601,5968.0,49541.0
50.0,27520.0,3.0,1.6588122789943496,5128.0,44525.0
41.0,28233.0,3.0,1.5463249011767968,3432.0,36044.0
44.0,29774.0,3.0,1.6031571301804546,5837.0,43536.0
40.0,27035.0,2.0,1.5069326799577887,5768.0,35799.0
24.0,35857.0,2.0,1.6356217171926541,5919.0,41598.0
46.0,26924.0,2.0,1.399377566319582,6482.0,40462.0
48.0,29182.0,3.0,1.6359884874658386,5953.0,50197.0
50.0,30405.0,2.0,1.4604091486379112,4522.0,38293.0
33.0,30139.0,2.0,1.6427025116923766,4752.0,37935.0
41.0,33969.0,3.0,1.6298113930857587,5155.0,48923.0
35.0,26064.0,3.0,1.694373187808613,6507.0,47665.0
39.0,32495.0,3.0,1.6206347559926408,6452.0,48726.0
42.0,23953.0,2.0,1.640384815086215,2526.0,22319.0
44.0,28520.0,3.0,1.5006392820067103,5434.0,45756.0
44.0,29927.0,4.0,1.6205210373353094,6206.0,57543.0
43.0,23108.0,2.0,1.4043186534460113,3184.0,26071.0
42.0,35452.0,2.0,1.6241251562564125,6720.0,47741.0
56.0,34791.0,2.0,1.62272251574641,4389.0,40292.0
40.0,27332.0,4.0,1.5378580549788279,7441.0,55947.0
33.0,33717.0,3.0,1.5779397080408883,6637.0,50482.0
45.0,25695.0,2.0,1.5668804540612837,4730.0,35288.0
40.0,35931.0,2.0,1.489502880491015,4699.0,39177.0
42.0,29929.0,2.0,1.671978197074395,5832.0,38538.0
39.0,33784.0,4.0,1.440656290748573,5397.0,57233.0
38.0,26440.0,3.0,1.537540310740983,9021.0,50448.0
39.0,34471.0,0.0,1.4830070684203398,6904.0,32577.0
48.0,33582.0,3.0,1.4442906809805731,6468.0,51271.0
41.0,36596.0,5.0,1.462775315087196,6632.0,69147.0
47.0,32044.0,2.0,1.6827875805730539,5778.0,43687.0
47.0,24634.0,3.0,1.607495996327677,5901.0,40809.0
46.0,40770.0,3.0,1.5304632608951518,4049.0,49721.0
51.0,27339.0,3.0,1.7433243645164027,6415.0,49210.0
48.0,18608.0,3.0,1.5860208229962016,5182.0,37559.0
45.0,31142.0,2.0,1.6206089508673447,4398.0,38533.0
40.0,35984.0,1.0,1.6003495315957295,5871.0,39128.0
52.0,33066.0,3.0,1.6009728946103396,6503.0,55734.0
53.0,33122.0,2.0,1.5579869675220475,4540.0,38818.0
57.0,30077.0,3.0,1.4975846460761595,7022.0,57750.0
47.0,28178.0,3.0,1.450626801643154,7136.0,48430.0
56.0,29859.0,3.0,1.5885442108602135,5529.0,51171.0
39.0,38259.0,3.0,1.4939592359052534,3481.0,43484.0
40.0,39784.0,3.0,1.4641955868982295,6029.0,55667.0
34.0,38021.0,3.0,1.4489606286254897,5475.0,51384.0
47.0,21628.0,3.0,1.5671312139935771,4995.0,38988.0
58.0,30831.0,4.0,1.4925919573526647,5892.0,60090.0
37.0,25601.0,4.0,1.4967405585870432,5211.0,45201.0
44.0,34470.0,3.0,1.4412265115691631,2272.0,40084.0
34.0,32599.0,3.0,1.5802046160990755,5695.0,47536.0
43.0,32689.0,3.0,1.6390325772586547,5702.0,45036.0
50.0,27675.0,3.0,1.6070995029506583,4345.0,40255.0
55.0,27992.0,4.0,1.4955793521372418,6336.0,55031.0
53.0,33786.0,2.0,1.6140089026307045,5626.0,46236.0
42.0,30493.0,2.0,1.5996214445590167,7480.0,42303.0
35.0,22504.0,2.0,1.463015501555335,5068.0,30847.0
37.0,29408.0,2.0,1.604346994460834,5040.0,38702.0
49.0,27130.0,2.0,1.5941553731972444,5682.0,41420.0
42.0,29504.0,1.0,1.5740385438023599,6889.0,36110.0
45.0,20758.0,3.0,1.507404400879295,5232.0,38587.0
50.0,22443.0,2.0,1.7527819249399086,4627.0,29698.0
36.0,31666.0,3.0,1.5276116199896368,4022.0,39838.0
46.0,40440.0,3.0,1.568733076445945,7430.0,59847.0
46.0,30864.0,2.0,1.6839561803067227,6721.0,45596.0
52.0,29798.0,1.0,1.4855041619616416,4870.0,32717.0
50.0,42449.0,3.0,1.5026132857621506,5473.0,60628.0
46.0,31585.0,2.0,1.6110533322982914,3239.0,35186.0
55.0,31419.0,3.0,1.6222499322833568,4643.0,46155.0
41.0,24820.0,2.0,1.5298279111579822,4741.0,30940.0
40.0,26598.0,2.0,1.6549450769387666,8000.0,39112.0
33.0,31271.0,3.0,1.6252222741594293,4157.0,37679.0
40.0,22177.0,4.0,1.4349340681873728,6339.0,47826.0
42.0,28002.0,2.0,1.629647279036587,2839.0,25161.0
39.0,34070.0,3.0,1.5387209123352221,5270.0,46973.0
51.0,37741.0,2.0,1.5210530750144624,6211.0,48212.0
43.0,30633.0,2.0,1.6307820125851713,4100.0,32930.0
54.0,30909.0,3.0,1.5287086418844984,3933.0,43472.0
49.0,34404.0,3.0,1.6770651985547023,6636.0,56071.0
35.0,29464.0,4.0,1.570653663023984,5770.0,52002.0
36.0,35991.0,2.0,1.6137685635594332,3591.0,38470.0
34.0,38239.0,3.0,1.5086063796029827,5249.0,49952.0
33.0,29291.0,3.0,1.3313565273760193,4686.0,45232.0
45.0,39980.0,3.0,1.409107861634566,7827.0,61376.0
47.0,32298.0,3.0,1.6131974184321636,5654.0,49983.0
55.0,30666.0,2.0,1.5717772074098324,6102.0,41394.0
48.0,32504.0,2.0,1.4289697879279466,7608.0,50318.0
45.0,19918.0,3.0,1.6261768152858738,6352.0,39631.0
45.0,19941.0,4.0,1.6297351298093357,5030.0,41914.0
41.0,35014.0,3.0,1.5864120568847593,3715.0,44872.0
52.0,15159.0,1.0,1.5738878920382282,5458.0,24011.0
46.0,29613.0,2.0,1.5382612551610875,4697.0,37298.0
33.0,31210.0,4.0,1.508220156680726,4723.0,47236.0
48.0,26778.0,2.0,1.5408570717252252,5919.0,37365.0
29.0,39586.0,3.0,1.5224733249717677,4840.0,45472.0
34.0,31411.0,1.0,1.6252761292882034,5120.0,30105.0
34.0,31241.0,2.0,1.5802077526238905,2844.0,31886.0
34.0,28931.0,4.0,1.5921761442548865,4912.0,48570.0
38.0,35641.0,2.0,1.5583604216492377,7692.0,49901.0
46.0,27022.0,2.0,1.537293349062284,4569.0,34514.0
45.0,40180.0,3.0,1.547638136435351,5603.0,54609.0
39.0,21879.0,2.0,1.5009912019476304,4573.0,27519.0
40.0,30127.0,1.0,1.5604172223404733,2972.0,22239.0
45.0,48427.0,2.0,1.530413583043334,5220.0,51868.0
55.0,42363.0,1.0,1.63074244073688,5910.0,41965.0
46.0,27900.0,3.0,1.85,4408.0,42560.0
36.0,16984.0,4.0,1.5148099993379371,4430.0,38936.0
45.0,21722.0,2.0,1.541869609084932,5937.0,36241.0
50.0,26833.0,3.0,1.5265337732937831,5108.0,43343.0
47.0,25870.0,3.0,1.5468710169218807,6047.0,44681.0
37.0,34285.0,4.0,1.5041430124814295,7519.0,59951.0
51.0,33633.0,2.0,1.6081154877495805,6890.0,44628.0
58.0,25659.0,3.0,1.56265140319185,4865.0,40152.0
36.0,36158.0,4.0,1.5969296111417195,5278.0,54537.0
38.0,26846.0,3.0,1.6015510554783436,5407.0,41836.0
51.0,31588.0,2.0,1.5617912691481228,3968.0,36667.0
48.0,35808.0,4.0,1.630537810640534,6690.0,61671.0
47.0,36759.0,3.0,1.5611875043146572,4623.0,50900.0
47.0,34609.0,2.0,1.6180175092823268,8074.0,52307.0
